movieId,title,tmdb_id,overview,poster_url,genres,release_year,actors,directors
316,Stargate (1994),2164,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",https://image.tmdb.org/t/p/w500/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg,Action|Adventure|Science Fiction,1994,James Spader|Kurt Russell|Jaye Davidson|Viveca Lindfors|Alexis Cruz,Roland Emmerich
317,"Santa Clause, The (1994)",11395,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",https://image.tmdb.org/t/p/w500/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg,Fantasy|Drama|Comedy|Family,1994,Tim Allen|Judge Reinhold|Wendy Crewson|Eric Lloyd|David Krumholtz,John Pasquin
318,"Shawshank Redemption, The (1994)",278,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,Drama|Crime,1994,Tim Robbins|Morgan Freeman|Bob Gunton|William Sadler|Clancy Brown,Frank Darabont
319,Shallow Grave (1994),9905,"When David, Juliet, and Alex find their new roommate dead with a large sum of money, they agree to hide the body and keep the cash. However, this newfound fortune gradually corrodes their friendship.",https://image.tmdb.org/t/p/w500/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,Crime|Thriller,1994,Kerry Fox|Christopher Eccleston|Ewan McGregor|Ken Stott|Keith Allen,Danny Boyle
320,Suture (1993),87078,"Brothers Vincent and Clay meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",https://image.tmdb.org/t/p/w500/8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg,Drama|Thriller,1993,Dennis Haysbert|Mel Harris|Sab Shimono|Dina Merrill|Michael Harris,Scott McGehee|David Siegel
321,Strawberry and Chocolate (Fresa y chocolate) (1993),12527,"Set in 1979, following a young Communist man's relationship with a gay Catholic writer, exploring tolerance, inclusion, homophobia and challenging its Cuban audience with great humour. Based on the short story by Cuban writer Senel Paz.",https://image.tmdb.org/t/p/w500/knb8WaLJpqxztdpQY3D0ev6Ycpj.jpg,Comedy|Drama,1993,Jorge Perugorría|Vladimir Cruz|Mirta Ibarra|Francisco Gattorno|Joel Angelino,Tomás Gutiérrez Alea|Juan Carlos Tabío
324,"Sum of Us, The (1994)",36614,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right.""",https://image.tmdb.org/t/p/w500/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg,Comedy|Drama|Romance,1994,Jack Thompson|Russell Crowe|John Polson|Deborah Kennedy|Joss Moroney,Geoff Burton|Kevin Dowling
325,National Lampoon's Senior Trip (1995),27993,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",https://image.tmdb.org/t/p/w500/3QpB4KpMKRnZnsJOsemOZHDoQKw.jpg,Comedy,1995,Matt Frewer|Valerie Mahaffey|Lawrence Dane|Tommy Chong|Jeremy Renner,Kelly Makin
326,To Live (Huozhe) (1994),31439,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,https://image.tmdb.org/t/p/w500/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg,Drama|Romance|War,1994,Ge You|Gong Li|Niu Ben|Guo Tao|Jiang Wu,Zhang Yimou
327,Tank Girl (1995),9067,"After a comet disrupts the rain cycle of Earth, the planet has become a desolate, barren desert by the year 2033. With resources scarce, Kesslee, head of the powerful and evil Water & Power Corporation, the de facto government, has taken control of the water supply. Unwilling to cower under Kesslee's tyrannical rule, a pair of outlaws known as Tank Girl and Jet Girl rise up, joining the mysterious rebel Rippers to destroy the corrupt system.",https://image.tmdb.org/t/p/w500/qohdY3BcJ98sFneOUAWp0FmH4Z6.jpg,Action|Comedy|Science Fiction|Fantasy,1995,Lori Petty|Naomi Watts|Malcolm McDowell|Ice-T|Jeff Kober,Rachel Talalay
328,Tales from the Crypt Presents: Demon Knight (1995),9059,"Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",https://image.tmdb.org/t/p/w500/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,Horror|Comedy|Thriller,1995,Billy Zane|William Sadler|Jada Pinkett Smith|CCH Pounder|Brenda Bakke,Ernest R. Dickerson
329,Star Trek: Generations (1994),193,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,https://image.tmdb.org/t/p/w500/gh0ZZRwSmlzEZTIZee3ZCN9Jssx.jpg,Science Fiction|Action|Adventure|Thriller,1994,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,David Carson
330,Tales from the Hood (1995),25066,A strange mortician tells four horrific tales to three drug dealers that he traps in their local funeral parlor.,https://image.tmdb.org/t/p/w500/glPNCcI7V8zTTI3BG0iIUJJcwXN.jpg,Horror|Crime|Thriller|Drama|Fantasy,1995,Clarence Williams III|Joe Torry|De'Aundre Bonds|Samuel Monroe Jr.|Wings Hauser,Rusty Cundieff
331,Tom & Viv (1994),46797,"The story of the marriage of the poet T. S. Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaecological and emotional problems and his growing fame.",https://image.tmdb.org/t/p/w500/iw4ofGbX2AbJ4p17CixwnMjuoJ0.jpg,Drama|Romance,1994,Willem Dafoe|Miranda Richardson|Rosemary Harris|Tim Dutton|Nickolas Grace,Brian Gilbert
332,Village of the Damned (1995),12122,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",https://image.tmdb.org/t/p/w500/pXXNmSVqkvSMoMitsdjK0V8Dkna.jpg,Thriller|Horror|Science Fiction,1995,Christopher Reeve|Kirstie Alley|Linda Kozlowski|Michael Paré|Meredith Salenger,John Carpenter
333,Tommy Boy (1995),11381,"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",https://image.tmdb.org/t/p/w500/jeEM8v1OA9u6F5NC2lzXD04Ls1U.jpg,Comedy,1995,Chris Farley|David Spade|Brian Dennehy|Julie Warner|Bo Derek,Peter Segal
334,Vanya on 42nd Street (1994),32636,"An uninterrupted rehearsal of Chekhov's 'Uncle Vanya' plays out by a company of actors. The setting: their run-down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",https://image.tmdb.org/t/p/w500/sYkkHsqXyUcFoLbXt4WNwnRRpT1.jpg,Drama,1994,Wallace Shawn|Julianne Moore|Larry Pine|Brooke Smith|George Gaynes,Louis Malle
335,Underneath (1995),36141,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,https://image.tmdb.org/t/p/w500/61yu1ejOBWUrrMRplRbjpvxgxVc.jpg,Crime|Drama|Thriller,1995,Peter Gallagher|Alison Elliott|William Fichtner|Adam Trese|Joe Don Baker,Steven Soderbergh
336,"Walking Dead, The (1995)",95963,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",https://image.tmdb.org/t/p/w500/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg,Drama|War,1995,Allen Payne|Eddie Griffin|Joe Morton|Vonte Sweet|Roger Floyd,Preston A. Whitmore II
337,What's Eating Gilbert Grape (1993),1587,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",https://image.tmdb.org/t/p/w500/8r9yts6XHbB1xNLaPC6ExNAK1Qu.jpg,Romance|Drama,1993,Johnny Depp|Juliette Lewis|Leonardo DiCaprio|Mary Steenburgen|Darlene Cates,Lasse Hallström
338,Virtuosity (1995),9271,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",https://image.tmdb.org/t/p/w500/5emgnXYrXjqyiup2JsvtuENseiV.jpg,Action|Crime|Science Fiction|Thriller,1995,Denzel Washington|Russell Crowe|Kelly Lynch|Alanna Ubach|William Forsythe,Brett Leonard
339,While You Were Sleeping (1995),2064,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",https://image.tmdb.org/t/p/w500/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,Romance|Comedy,1995,Sandra Bullock|Bill Pullman|Peter Gallagher|Peter Boyle|Jack Warden,Jon Turteltaub
340,"War, The (1994)",462243,"Wartime sweetheart Vera Lynn presents this documentary which sets archive footage and newsreel film from World War Two to the popular sounds of the day. Artists featured include Flanagan and Allen, Gracie Fields, George Formby, Bing Crosby, the Glenn Miller Orchestra, the Andrews Sisters and the Mills Brothers.",https://image.tmdb.org/t/p/w500/8z1txW61sumJOMpHaX65dbCIFfS.jpg,Documentary|Music,1994,Vera Lynn|George Formby|Bing Crosby|Gracie Fields,Robert Garofalo
341,Double Happiness (1994),60855,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",https://image.tmdb.org/t/p/w500/5sbnCdiFoZLe4G27ERS7wtj1lCY.jpg,Comedy|Romance|Drama,1994,Sandra Oh|Stephen Chang|Alannah Ong|Frances You|Donald Fong,Mina Shum
342,Muriel's Wedding (1994),236,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",https://image.tmdb.org/t/p/w500/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,Comedy|Drama|Romance,1994,Toni Collette|Bill Hunter|Rachel Griffiths|Sophie Lee|Jeanie Drynan,P.J. Hogan
343,"Baby-Sitters Club, The (1995)",48287,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,https://image.tmdb.org/t/p/w500/gJ5caIjtASchaTFx2VJr6drFYBx.jpg,Comedy|Drama|Family,1995,Schuyler Fisk|Bre Blair|Rachael Leigh Cook|Larisa Oleynik|Tricia Joe,Melanie Mayron
344,Ace Ventura: Pet Detective (1994),3049,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",https://image.tmdb.org/t/p/w500/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,Comedy|Mystery|Crime,1994,Jim Carrey|Courteney Cox|Sean Young|Tone Loc|Dan Marino,Tom Shadyac
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",2759,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,https://image.tmdb.org/t/p/w500/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg,Drama|Comedy,1994,Hugo Weaving|Guy Pearce|Terence Stamp|Bill Hunter|Sarah Chadwick,Stephan Elliott
347,Bitter Moon (1992),10497,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,https://image.tmdb.org/t/p/w500/qU9hqUSGyQfbkEdqluX21nWVcp9.jpg,Thriller|Drama|Romance,1992,Peter Coyote|Emmanuelle Seigner|Hugh Grant|Kristin Scott Thomas|Victor Banerjee,Roman Polanski
348,Bullets Over Broadway (1994),11382,"After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist—but not only is she a bimbo who could never pass for a psychiatrist—she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard—but, eventually he must decide whether art or life is more important.",https://image.tmdb.org/t/p/w500/mY9D1oCLeDKNMdUO8EV7MoCZ3up.jpg,Comedy|Crime,1994,John Cusack|Chazz Palminteri|Dianne Wiest|Jennifer Tilly|Mary-Louise Parker,Woody Allen
349,Clear and Present Danger (1994),9331,"Agent Jack Ryan becomes acting Deputy Director of Intelligence for the CIA when Admiral Greer is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on his yacht, Ryan starts discovering links between the man and drug dealers. As former CIA agent John Clark is sent to Colombia to kill drug cartel kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.",https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg,Action|Drama|Thriller,1994,Harrison Ford|Willem Dafoe|Joaquim de Almeida|Henry Czerny|Harris Yulin,Phillip Noyce
